x,y,count,duration_ms,start_ms,end_ms,duration_s,start_s,end_s,type
196.0,109.0,35,283,26872,27155,0.283,26.872,27.155,fixation
202.0,101.0,18,142,27255,27397,0.142,27.255,27.397,fixation
195.0,93.0,15,117,27455,27572,0.117,27.455,27.572,fixation
205.0,114.0,39,317,27613,27930,0.317,27.613,27.93,fixation
320.0,99.0,8,59,27963,28022,0.059,27.963,28.022,fixation
329.0,113.0,15,116,28122,28238,0.116,28.122,28.238,fixation
376.0,119.0,22,175,28272,28447,0.175,28.272,28.447,fixation
392.0,140.0,27,217,28463,28680,0.217,28.463,28.68,fixation
377.0,123.0,24,192,28705,28897,0.192,28.705,28.897,fixation
401.0,137.0,29,233,28997,29230,0.233,28.997,29.23,fixation
251.0,138.0,14,108,29347,29455,0.108,29.347,29.455,fixation
218.0,119.0,20,158,29480,29638,0.158,29.48,29.638,fixation
250.0,110.0,33,308,29705,30013,0.308,29.705,30.013,fixation
267.0,117.0,11,84,30038,30122,0.084,30.038,30.122,fixation
365.0,126.0,25,199,30297,30496,0.199,30.297,30.496,fixation
355.0,105.0,9,67,30613,30680,0.067,30.613,30.68,fixation
346.0,144.0,22,175,30746,30921,0.175,30.746,30.921,fixation
263.0,118.0,34,275,30988,31263,0.275,30.988,31.263,fixation
189.0,325.0,11,83,31380,31463,0.083,31.38,31.463,fixation
302.0,249.0,11,83,31513,31596,0.083,31.513,31.596,fixation
300.0,246.0,11,84,31621,31705,0.084,31.621,31.705,fixation
245.0,254.0,25,200,31805,32005,0.2,31.805,32.005,fixation
232.0,265.0,23,184,32071,32255,0.184,32.071,32.255,fixation
350.0,292.0,8,58,32313,32371,0.058,32.313,32.371,fixation
348.0,279.0,22,175,32421,32596,0.175,32.421,32.596,fixation
209.0,229.0,42,342,32646,32988,0.342,32.646,32.988,fixation
318.0,244.0,13,100,33030,33130,0.1,33.03,33.13,fixation
309.0,242.0,12,91,33180,33271,0.091,33.18,33.271,fixation
268.0,230.0,11,84,33296,33380,0.084,33.296,33.38,fixation
304.0,238.0,21,166,33488,33654,0.166,33.488,33.654,fixation
318.0,245.0,8,59,33746,33805,0.059,33.746,33.805,fixation
154.0,235.0,16,125,33846,33971,0.125,33.846,33.971,fixation
216.0,243.0,25,200,34204,34404,0.2,34.204,34.404,fixation
306.0,252.0,29,233,34713,34946,0.233,34.713,34.946,fixation
324.0,246.0,9,66,35113,35179,0.066,35.113,35.179,fixation
293.0,276.0,13,100,35413,35513,0.1,35.413,35.513,fixation
343.0,246.0,21,166,35888,36054,0.166,35.888,36.054,fixation
242.0,273.0,8,58,36538,36596,0.058,36.538,36.596,fixation
191.0,343.0,20,158,36663,36821,0.158,36.663,36.821,fixation
288.0,332.0,9,67,36896,36963,0.067,36.896,36.963,fixation
262.0,321.0,25,200,37062,37262,0.2,37.062,37.262,fixation
138.0,307.0,17,133,37346,37479,0.133,37.346,37.479,fixation
141.0,320.0,10,75,37504,37579,0.075,37.504,37.579,fixation
165.0,236.0,14,109,37637,37746,0.109,37.637,37.746,fixation
167.0,233.0,23,183,37829,38012,0.183,37.829,38.012,fixation
224.0,198.0,12,92,38112,38204,0.092,38.112,38.204,fixation
201.0,177.0,11,83,38229,38312,0.083,38.229,38.312,fixation
107.0,87.0,11,84,38437,38521,0.084,38.437,38.521,fixation
165.0,193.0,40,325,38604,38929,0.325,38.604,38.929,fixation
111.0,160.0,27,217,38954,39171,0.217,38.954,39.171,fixation
69.0,68.0,17,134,39262,39396,0.134,39.262,39.396,fixation
208.0,142.0,27,216,39496,39712,0.216,39.496,39.712,fixation
228.0,134.0,13,99,39771,39870,0.099,39.771,39.87,fixation
212.0,94.0,14,108,39896,40004,0.108,39.896,40.004,fixation
210.0,128.0,9,67,40537,40604,0.067,40.537,40.604,fixation
200.0,119.0,19,150,40745,40895,0.15,40.745,40.895,fixation
292.0,146.0,25,200,40995,41195,0.2,40.995,41.195,fixation
281.0,147.0,18,142,41245,41387,0.142,41.245,41.387,fixation
169.0,196.0,9,67,41462,41529,0.067,41.462,41.529,fixation
268.0,183.0,22,175,41862,42037,0.175,41.862,42.037,fixation
209.0,202.0,54,441,42079,42520,0.441,42.079,42.52,fixation
206.0,207.0,10,75,42604,42679,0.075,42.604,42.679,fixation
271.0,196.0,35,283,42712,42995,0.283,42.712,42.995,fixation
261.0,187.0,16,124,43054,43178,0.124,43.054,43.178,fixation
236.0,182.0,38,308,43195,43503,0.308,43.195,43.503,fixation
182.0,86.0,10,75,43587,43662,0.075,43.587,43.662,fixation
199.0,114.0,20,158,43679,43837,0.158,43.679,43.837,fixation
234.0,128.0,14,109,43853,43962,0.109,43.853,43.962,fixation
103.0,104.0,60,508,44037,44545,0.508,44.037,44.545,fixation
204.0,121.0,9,67,44578,44645,0.067,44.578,44.645,fixation
235.0,159.0,10,75,44695,44770,0.075,44.695,44.77,fixation
314.0,226.0,21,167,44878,45045,0.167,44.878,45.045,fixation
257.0,212.0,36,292,45078,45370,0.292,45.078,45.37,fixation
253.0,209.0,9,67,45470,45537,0.067,45.47,45.537,fixation
211.0,201.0,28,225,45553,45778,0.225,45.553,45.778,fixation
112.0,170.0,12,92,46036,46128,0.092,46.036,46.128,fixation
130.0,131.0,13,100,46220,46320,0.1,46.22,46.32,fixation
117.0,101.0,11,83,46345,46428,0.083,46.345,46.428,fixation
191.0,120.0,9,67,46478,46545,0.067,46.478,46.545,fixation
206.0,136.0,10,75,46603,46678,0.075,46.603,46.678,fixation
319.0,224.0,14,108,46820,46928,0.108,46.82,46.928,fixation
266.0,233.0,8,58,46970,47028,0.058,46.97,47.028,fixation
260.0,221.0,21,167,47086,47253,0.167,47.086,47.253,fixation
240.0,212.0,8,58,47278,47336,0.058,47.278,47.336,fixation
259.0,211.0,12,91,47370,47461,0.091,47.37,47.461,fixation
228.0,220.0,32,258,47478,47736,0.258,47.478,47.736,fixation
314.0,227.0,23,183,47845,48028,0.183,47.845,48.028,fixation
306.0,227.0,26,208,48120,48328,0.208,48.12,48.328,fixation
276.0,222.0,58,475,48353,48828,0.475,48.353,48.828,fixation
236.0,209.0,19,150,48894,49044,0.15,48.894,49.044,fixation
171.0,225.0,17,150,49078,49228,0.15,49.078,49.228,fixation
298.0,239.0,22,175,49369,49544,0.175,49.369,49.544,fixation
307.0,217.0,8,58,50036,50094,0.058,50.036,50.094,fixation
318.0,244.0,16,125,50144,50269,0.125,50.144,50.269,fixation
319.0,239.0,28,225,50344,50569,0.225,50.344,50.569,fixation
155.0,232.0,26,208,50628,50836,0.208,50.628,50.836,fixation
270.0,206.0,22,175,51003,51178,0.175,51.003,51.178,fixation
303.0,242.0,57,466,51261,51727,0.466,51.261,51.727,fixation
217.0,266.0,10,75,51827,51902,0.075,51.827,51.902,fixation
243.0,287.0,8,59,51927,51986,0.059,51.927,51.986,fixation
225.0,263.0,12,91,52011,52102,0.091,52.011,52.102,fixation
308.0,280.0,22,175,52169,52344,0.175,52.169,52.344,fixation
339.0,281.0,21,166,52411,52577,0.166,52.411,52.577,fixation
310.0,271.0,37,300,52602,52902,0.3,52.602,52.902,fixation
208.0,247.0,14,108,53094,53202,0.108,53.094,53.202,fixation
152.0,226.0,33,267,53577,53844,0.267,53.577,53.844,fixation
321.0,215.0,19,150,53969,54119,0.15,53.969,54.119,fixation
260.0,225.0,8,58,54169,54227,0.058,54.169,54.227,fixation
246.0,205.0,26,208,54244,54452,0.208,54.244,54.452,fixation
166.0,208.0,25,200,54627,54827,0.2,54.627,54.827,fixation
141.0,225.0,16,125,54844,54969,0.125,54.844,54.969,fixation
196.0,226.0,25,200,55144,55344,0.2,55.144,55.344,fixation
193.0,229.0,8,59,55410,55469,0.059,55.41,55.469,fixation
309.0,221.0,8,59,55585,55644,0.059,55.585,55.644,fixation
300.0,211.0,18,142,55735,55877,0.142,55.735,55.877,fixation
262.0,185.0,15,117,55902,56019,0.117,55.902,56.019,fixation
258.0,250.0,19,150,56269,56419,0.15,56.269,56.419,fixation
150.0,266.0,9,67,56652,56719,0.067,56.652,56.719,fixation
174.0,306.0,12,92,56952,57044,0.092,56.952,57.044,fixation
188.0,314.0,13,100,57060,57160,0.1,57.06,57.16,fixation
268.0,269.0,15,117,57227,57344,0.117,57.227,57.344,fixation
257.0,243.0,8,58,57369,57427,0.058,57.369,57.427,fixation
165.0,226.0,9,67,57577,57644,0.067,57.577,57.644,fixation
112.0,321.0,33,267,57693,57960,0.267,57.693,57.96,fixation
269.0,219.0,18,142,58018,58160,0.142,58.018,58.16,fixation
212.0,226.0,10,75,58285,58360,0.075,58.285,58.36,fixation
211.0,236.0,17,133,58385,58518,0.133,58.385,58.518,fixation
200.0,227.0,9,67,58610,58677,0.067,58.61,58.677,fixation
306.0,243.0,11,83,58735,58818,0.083,58.735,58.818,fixation
192.0,215.0,11,83,59085,59168,0.083,59.085,59.168,fixation
201.0,222.0,11,84,59293,59377,0.084,59.293,59.377,fixation
164.0,216.0,42,342,59410,59752,0.342,59.41,59.752,fixation
171.0,222.0,30,241,59777,60018,0.241,59.777,60.018,fixation
291.0,236.0,54,441,60052,60493,0.441,60.052,60.493,fixation
166.0,209.0,18,142,60593,60735,0.142,60.593,60.735,fixation
181.0,220.0,12,91,60852,60943,0.091,60.852,60.943,fixation
239.0,206.0,14,109,61026,61135,0.109,61.026,61.135,fixation
256.0,123.0,16,125,61218,61343,0.125,61.218,61.343,fixation
248.0,127.0,8,58,61460,61518,0.058,61.46,61.518,fixation
281.0,118.0,21,166,61560,61726,0.166,61.56,61.726,fixation
388.0,102.0,24,191,61835,62026,0.191,61.835,62.026,fixation
395.0,112.0,11,83,62135,62218,0.083,62.135,62.218,fixation
167.0,181.0,19,150,62276,62426,0.15,62.276,62.426,fixation
178.0,167.0,9,66,62560,62626,0.066,62.56,62.626,fixation
144.0,184.0,25,200,62676,62876,0.2,62.676,62.876,fixation
358.0,278.0,12,92,62926,63018,0.092,62.926,63.018,fixation
342.0,256.0,8,58,63043,63101,0.058,63.043,63.101,fixation
355.0,262.0,21,167,63118,63285,0.167,63.118,63.285,fixation
287.0,256.0,42,342,63401,63743,0.342,63.401,63.743,fixation
175.0,232.0,23,183,63868,64051,0.183,63.868,64.051,fixation
174.0,216.0,8,58,64118,64176,0.058,64.118,64.176,fixation
179.0,207.0,43,400,64226,64626,0.4,64.226,64.626,fixation
192.0,221.0,31,250,64651,64901,0.25,64.651,64.901,fixation
325.0,290.0,19,150,64984,65134,0.15,64.984,65.134,fixation
301.0,114.0,9,67,65451,65518,0.067,65.451,65.518,fixation
250.0,116.0,12,92,65576,65668,0.092,65.576,65.668,fixation
213.0,120.0,27,216,65768,65984,0.216,65.768,65.984,fixation
284.0,275.0,12,92,66384,66476,0.092,66.384,66.476,fixation
342.0,262.0,11,84,66684,66768,0.084,66.684,66.768,fixation
309.0,241.0,19,149,66993,67142,0.149,66.993,67.142,fixation
311.0,246.0,8,59,67167,67226,0.059,67.167,67.226,fixation
156.0,119.0,11,83,67284,67367,0.083,67.284,67.367,fixation
133.0,162.0,13,100,67567,67667,0.1,67.567,67.667,fixation
134.0,162.0,17,134,67717,67851,0.134,67.717,67.851,fixation
133.0,163.0,20,158,68034,68192,0.158,68.034,68.192,fixation
164.0,163.0,21,166,68251,68417,0.166,68.251,68.417,fixation
118.0,154.0,15,116,68551,68667,0.116,68.551,68.667,fixation
116.0,147.0,16,125,68792,68917,0.125,68.792,68.917,fixation
121.0,149.0,26,209,68967,69176,0.209,68.967,69.176,fixation
304.0,246.0,16,125,69451,69576,0.125,69.451,69.576,fixation
297.0,225.0,31,250,69592,69842,0.25,69.592,69.842,fixation
294.0,221.0,9,66,69909,69975,0.066,69.909,69.975,fixation
180.0,225.0,11,83,70034,70117,0.083,70.034,70.117,fixation
191.0,236.0,28,225,70134,70359,0.225,70.134,70.359,fixation
290.0,253.0,22,175,70400,70575,0.175,70.4,70.575,fixation
286.0,248.0,30,242,70600,70842,0.242,70.6,70.842,fixation
317.0,239.0,9,66,70959,71025,0.066,70.959,71.025,fixation
323.0,254.0,8,58,71117,71175,0.058,71.117,71.175,fixation
281.0,255.0,42,342,71225,71567,0.342,71.225,71.567,fixation
278.0,251.0,15,117,71592,71709,0.117,71.592,71.709,fixation
234.0,231.0,35,283,71734,72017,0.283,71.734,72.017,fixation
291.0,230.0,12,91,72159,72250,0.091,72.159,72.25,fixation
316.0,241.0,8,58,72334,72392,0.058,72.334,72.392,fixation
309.0,225.0,13,100,72459,72559,0.1,72.459,72.559,fixation
239.0,247.0,35,283,72859,73142,0.283,72.859,73.142,fixation
330.0,246.0,13,100,73283,73383,0.1,73.283,73.383,fixation
305.0,228.0,26,208,73400,73608,0.208,73.4,73.608,fixation
308.0,236.0,41,333,73625,73958,0.333,73.625,73.958,fixation
292.0,236.0,43,350,73975,74325,0.35,73.975,74.325,fixation
294.0,237.0,34,342,74375,74717,0.342,74.375,74.717,fixation
293.0,236.0,15,116,74767,74883,0.116,74.767,74.883,fixation
314.0,234.0,41,333,74942,75275,0.333,74.942,75.275,fixation
291.0,228.0,55,450,75342,75792,0.45,75.342,75.792,fixation
182.0,199.0,35,283,75842,76125,0.283,75.842,76.125,fixation
310.0,219.0,25,200,76341,76541,0.2,76.341,76.541,fixation
211.0,124.0,24,192,76858,77050,0.192,76.858,77.05,fixation
222.0,100.0,12,91,77325,77416,0.091,77.325,77.416,fixation
268.0,220.0,18,142,77566,77708,0.142,77.566,77.708,fixation
290.0,230.0,14,109,77791,77900,0.109,77.791,77.9,fixation
302.0,237.0,12,91,77925,78016,0.091,77.925,78.016,fixation
312.0,247.0,10,75,78066,78141,0.075,78.066,78.141,fixation
307.0,241.0,14,109,78191,78300,0.109,78.191,78.3,fixation
183.0,220.0,35,284,78366,78650,0.284,78.366,78.65,fixation
237.0,230.0,15,116,78700,78816,0.116,78.7,78.816,fixation
227.0,222.0,19,150,78891,79041,0.15,78.891,79.041,fixation
175.0,225.0,16,125,79066,79191,0.125,79.066,79.191,fixation
167.0,219.0,11,83,79241,79324,0.083,79.241,79.324,fixation
164.0,208.0,14,108,79391,79499,0.108,79.391,79.499,fixation
222.0,228.0,34,275,79541,79816,0.275,79.541,79.816,fixation
216.0,228.0,21,167,79916,80083,0.167,79.916,80.083,fixation
305.0,247.0,28,225,80199,80424,0.225,80.199,80.424,fixation
253.0,252.0,8,58,80516,80574,0.058,80.516,80.574,fixation
252.0,257.0,8,58,80633,80691,0.058,80.633,80.691,fixation
236.0,236.0,43,350,80716,81066,0.35,80.716,81.066,fixation
327.0,242.0,13,100,81333,81433,0.1,81.333,81.433,fixation
272.0,132.0,15,117,81599,81716,0.117,81.599,81.716,fixation
258.0,111.0,18,142,81791,81933,0.142,81.791,81.933,fixation
223.0,98.0,12,91,82083,82174,0.091,82.083,82.174,fixation
350.0,112.0,25,200,82224,82424,0.2,82.224,82.424,fixation
351.0,109.0,64,524,82483,83007,0.524,82.483,83.007,fixation
267.0,81.0,43,350,83041,83391,0.35,83.041,83.391,fixation
226.0,94.0,23,183,83424,83607,0.183,83.424,83.607,fixation
194.0,94.0,33,267,83632,83899,0.267,83.632,83.899,fixation
345.0,107.0,62,508,83949,84457,0.508,83.949,84.457,fixation
155.0,171.0,14,108,84666,84774,0.108,84.666,84.774,fixation
107.0,150.0,83,683,84916,85599,0.683,84.916,85.599,fixation
282.0,235.0,10,75,85840,85915,0.075,85.84,85.915,fixation
199.0,116.0,14,108,86132,86240,0.108,86.132,86.24,fixation
106.0,105.0,14,108,86282,86390,0.108,86.282,86.39,fixation
131.0,131.0,9,67,86440,86507,0.067,86.44,86.507,fixation
155.0,161.0,20,158,86532,86690,0.158,86.532,86.69,fixation
137.0,126.0,8,59,86715,86774,0.059,86.715,86.774,fixation
133.0,121.0,11,84,86815,86899,0.084,86.815,86.899,fixation
230.0,129.0,25,200,86940,87140,0.2,86.94,87.14,fixation
254.0,235.0,41,334,87240,87574,0.334,87.24,87.574,fixation
264.0,228.0,14,108,87840,87948,0.108,87.84,87.948,fixation
221.0,130.0,45,367,88023,88390,0.367,88.023,88.39,fixation
209.0,117.0,29,233,88415,88648,0.233,88.415,88.648,fixation
240.0,155.0,17,133,88682,88815,0.133,88.682,88.815,fixation
198.0,149.0,22,175,88982,89157,0.175,88.982,89.157,fixation
131.0,168.0,52,425,89190,89615,0.425,89.19,89.615,fixation
220.0,87.0,8,59,89748,89807,0.059,89.748,89.807,fixation
297.0,140.0,19,150,89881,90031,0.15,89.881,90.031,fixation
396.0,137.0,26,208,90090,90298,0.208,90.09,90.298,fixation
338.0,109.0,32,259,90381,90640,0.259,90.381,90.64,fixation
214.0,326.0,10,75,90698,90773,0.075,90.698,90.773,fixation
241.0,244.0,23,183,90965,91148,0.183,90.965,91.148,fixation
203.0,196.0,29,234,91506,91740,0.234,91.506,91.74,fixation
282.0,99.0,26,208,91781,91989,0.208,91.781,91.989,fixation
199.0,96.0,52,425,92039,92464,0.425,92.039,92.464,fixation
371.0,119.0,11,83,92698,92781,0.083,92.698,92.781,fixation
370.0,123.0,20,159,92839,92998,0.159,92.839,92.998,fixation
323.0,97.0,12,91,93023,93114,0.091,93.023,93.114,fixation
279.0,224.0,43,492,93239,93731,0.492,93.239,93.731,fixation
278.0,278.0,8,58,93773,93831,0.058,93.773,93.831,fixation
270.0,267.0,14,108,93856,93964,0.108,93.856,93.964,fixation
345.0,276.0,10,100,94098,94198,0.1,94.098,94.198,fixation
367.0,279.0,11,83,94256,94339,0.083,94.256,94.339,fixation
351.0,280.0,15,117,94364,94481,0.117,94.364,94.481,fixation
395.0,289.0,25,200,94614,94814,0.2,94.614,94.814,fixation
304.0,221.0,30,242,95006,95248,0.242,95.006,95.248,fixation
261.0,265.0,15,117,95397,95514,0.117,95.397,95.514,fixation
272.0,272.0,12,91,95531,95622,0.091,95.531,95.622,fixation
354.0,209.0,10,75,96022,96097,0.075,96.022,96.097,fixation
402.0,116.0,9,67,96364,96431,0.067,96.364,96.431,fixation
415.0,98.0,11,83,96556,96639,0.083,96.556,96.639,fixation
232.0,112.0,47,383,97353,97736,0.383,97.353,97.736,fixation
216.0,92.0,35,284,97752,98036,0.284,97.752,98.036,fixation
222.0,118.0,16,125,98052,98177,0.125,98.052,98.177,fixation
393.0,166.0,11,83,98344,98427,0.083,98.344,98.427,fixation
376.0,129.0,11,83,98469,98552,0.083,98.469,98.552,fixation
343.0,99.0,11,84,98727,98811,0.084,98.727,98.811,fixation
239.0,106.0,21,167,98852,99019,0.167,98.852,99.019,fixation
269.0,89.0,52,424,99261,99685,0.424,99.261,99.685,fixation
268.0,113.0,19,150,99752,99902,0.15,99.752,99.902,fixation
297.0,113.0,43,367,99935,100302,0.367,99.935,100.302,fixation
333.0,103.0,43,350,100327,100677,0.35,100.327,100.677,fixation
323.0,100.0,16,125,100835,100960,0.125,100.835,100.96,fixation
195.0,301.0,25,200,101068,101268,0.2,101.068,101.268,fixation
272.0,312.0,19,150,101393,101543,0.15,101.393,101.543,fixation
227.0,294.0,29,234,101568,101802,0.234,101.568,101.802,fixation
216.0,270.0,10,75,101827,101902,0.075,101.827,101.902,fixation
230.0,222.0,26,208,101985,102193,0.208,101.985,102.193,fixation
165.0,183.0,20,159,102443,102602,0.159,102.443,102.602,fixation
130.0,133.0,27,217,102635,102852,0.217,102.635,102.852,fixation
357.0,156.0,10,75,102918,102993,0.075,102.918,102.993,fixation
366.0,154.0,30,242,103043,103285,0.242,103.043,103.285,fixation
321.0,208.0,8,59,103318,103377,0.059,103.318,103.377,fixation
310.0,192.0,13,99,103402,103501,0.099,103.402,103.501,fixation
316.0,190.0,25,200,103543,103743,0.2,103.543,103.743,fixation
1969.0,882.0,9,67,103993,104060,0.067,103.993,104.06,fixation
2248.0,1041.0,9,66,104557,104623,0.066,104.557,104.623,fixation
1888.0,1062.0,17,133,104840,104973,0.133,104.84,104.973,fixation
