x,y,count,duration_ms,start_ms,end_ms,duration_s,start_s,end_s,type
175.0,307.0,13,100,30518,30618,0.1,30.518,30.618,fixation
534.0,290.0,22,175,30743,30918,0.175,30.743,30.918,fixation
417.0,283.0,16,125,31035,31160,0.125,31.035,31.16,fixation
249.0,303.0,38,309,31218,31527,0.309,31.218,31.527,fixation
109.0,292.0,31,250,31577,31827,0.25,31.577,31.827,fixation
280.0,243.0,25,200,32268,32468,0.2,32.268,32.468,fixation
127.0,142.0,36,291,32535,32826,0.291,32.535,32.826,fixation
112.0,116.0,13,100,32935,33035,0.1,32.935,33.035,fixation
70.0,137.0,34,275,33268,33543,0.275,33.268,33.543,fixation
130.0,136.0,26,208,33593,33801,0.208,33.593,33.801,fixation
183.0,165.0,17,133,33818,33951,0.133,33.818,33.951,fixation
241.0,333.0,14,109,34001,34110,0.109,34.001,34.11,fixation
181.0,293.0,22,175,34135,34310,0.175,34.135,34.31,fixation
182.0,301.0,14,108,34360,34468,0.108,34.36,34.468,fixation
258.0,314.0,21,167,34593,34760,0.167,34.593,34.76,fixation
231.0,311.0,51,416,34860,35276,0.416,34.86,35.276,fixation
151.0,690.0,14,109,35409,35518,0.109,35.409,35.518,fixation
164.0,730.0,17,133,35776,35909,0.133,35.776,35.909,fixation
274.0,753.0,8,58,36018,36076,0.058,36.018,36.076,fixation
96.0,249.0,17,133,36568,36701,0.133,36.568,36.701,fixation
24.0,269.0,16,125,37076,37201,0.125,37.076,37.201,fixation
96.0,333.0,12,92,37301,37393,0.092,37.301,37.393,fixation
74.0,373.0,13,100,37534,37634,0.1,37.534,37.634,fixation
72.0,363.0,18,142,37684,37826,0.142,37.684,37.826,fixation
34.0,368.0,17,133,37851,37984,0.133,37.851,37.984,fixation
101.0,671.0,26,208,38176,38384,0.208,38.176,38.384,fixation
168.0,706.0,24,192,38426,38618,0.192,38.426,38.618,fixation
19.0,327.0,21,175,38676,38851,0.175,38.676,38.851,fixation
229.0,346.0,10,75,39109,39184,0.075,39.109,39.184,fixation
223.0,314.0,22,175,39209,39384,0.175,39.209,39.384,fixation
247.0,300.0,10,75,39451,39526,0.075,39.451,39.526,fixation
184.0,311.0,21,166,39618,39784,0.166,39.618,39.784,fixation
120.0,306.0,26,208,39868,40076,0.208,39.868,40.076,fixation
123.0,303.0,15,117,40101,40218,0.117,40.101,40.218,fixation
-35.0,288.0,9,67,40259,40326,0.067,40.259,40.326,fixation
-8.0,307.0,26,208,40401,40609,0.208,40.401,40.609,fixation
233.0,301.0,63,517,40759,41276,0.517,40.759,41.276,fixation
235.0,312.0,12,91,41301,41392,0.091,41.301,41.392,fixation
210.0,255.0,38,308,41426,41734,0.308,41.426,41.734,fixation
220.0,259.0,17,133,41826,41959,0.133,41.826,41.959,fixation
208.0,610.0,40,325,42026,42351,0.325,42.026,42.351,fixation
223.0,692.0,40,325,42476,42801,0.325,42.476,42.801,fixation
156.0,721.0,13,100,42826,42926,0.1,42.826,42.926,fixation
161.0,719.0,40,325,42951,43276,0.325,42.951,43.276,fixation
74.0,719.0,33,267,43317,43584,0.267,43.317,43.584,fixation
229.0,783.0,12,92,43725,43817,0.092,43.725,43.817,fixation
253.0,768.0,9,67,44200,44267,0.067,44.2,44.267,fixation
247.0,787.0,10,75,44467,44542,0.075,44.467,44.542,fixation
90.0,778.0,32,258,44692,44950,0.258,44.692,44.95,fixation
104.0,780.0,18,142,45000,45142,0.142,45.0,45.142,fixation
123.0,778.0,12,91,45159,45250,0.091,45.159,45.25,fixation
265.0,718.0,11,83,45342,45425,0.083,45.342,45.425,fixation
207.0,253.0,27,217,45492,45709,0.217,45.492,45.709,fixation
245.0,314.0,32,333,45959,46292,0.333,45.959,46.292,fixation
248.0,281.0,22,175,46408,46583,0.175,46.408,46.583,fixation
224.0,283.0,25,208,46725,46933,0.208,46.725,46.933,fixation
426.0,283.0,11,83,47100,47183,0.083,47.1,47.183,fixation
425.0,272.0,20,175,47225,47400,0.175,47.225,47.4,fixation
417.0,264.0,8,59,47533,47592,0.059,47.533,47.592,fixation
350.0,282.0,41,333,47617,47950,0.333,47.617,47.95,fixation
118.0,281.0,28,225,48067,48292,0.225,48.067,48.292,fixation
259.0,306.0,14,109,48408,48517,0.109,48.408,48.517,fixation
193.0,306.0,26,208,48608,48816,0.208,48.608,48.816,fixation
22.0,288.0,10,75,48858,48933,0.075,48.858,48.933,fixation
-5.0,320.0,39,316,49042,49358,0.316,49.042,49.358,fixation
113.0,317.0,39,317,49491,49808,0.317,49.491,49.808,fixation
182.0,305.0,15,117,50033,50150,0.117,50.033,50.15,fixation
94.0,319.0,24,192,50216,50408,0.192,50.216,50.408,fixation
156.0,327.0,8,59,50441,50500,0.059,50.441,50.5,fixation
142.0,323.0,18,142,50516,50658,0.142,50.516,50.658,fixation
260.0,319.0,36,291,50750,51041,0.291,50.75,51.041,fixation
324.0,307.0,31,250,51116,51366,0.25,51.116,51.366,fixation
250.0,302.0,22,175,51441,51616,0.175,51.441,51.616,fixation
366.0,305.0,33,267,51699,51966,0.267,51.699,51.966,fixation
330.0,317.0,41,333,51983,52316,0.333,51.983,52.316,fixation
358.0,333.0,8,58,52333,52391,0.058,52.333,52.391,fixation
65.0,299.0,51,417,52474,52891,0.417,52.474,52.891,fixation
145.0,320.0,27,217,52941,53158,0.217,52.941,53.158,fixation
272.0,330.0,23,184,53324,53508,0.184,53.324,53.508,fixation
193.0,321.0,23,183,53541,53724,0.183,53.541,53.724,fixation
170.0,334.0,23,183,53808,53991,0.183,53.808,53.991,fixation
588.0,100.0,31,250,54466,54716,0.25,54.466,54.716,fixation
536.0,92.0,19,150,54741,54891,0.15,54.741,54.891,fixation
540.0,102.0,22,175,54941,55116,0.175,54.941,55.116,fixation
666.0,105.0,32,258,55149,55407,0.258,55.149,55.407,fixation
592.0,100.0,25,200,55441,55641,0.2,55.441,55.641,fixation
650.0,97.0,22,175,55666,55841,0.175,55.666,55.841,fixation
713.0,105.0,16,125,55932,56057,0.125,55.932,56.057,fixation
131.0,333.0,13,100,56157,56257,0.1,56.157,56.257,fixation
141.0,284.0,30,342,56332,56674,0.342,56.332,56.674,fixation
71.0,286.0,15,117,56732,56849,0.117,56.732,56.849,fixation
79.0,291.0,29,233,56899,57132,0.233,56.899,57.132,fixation
267.0,315.0,13,101,57190,57291,0.101,57.19,57.291,fixation
384.0,328.0,16,125,57415,57540,0.125,57.415,57.54,fixation
376.0,312.0,17,133,57557,57690,0.133,57.557,57.69,fixation
320.0,307.0,21,166,57724,57890,0.166,57.724,57.89,fixation
232.0,119.0,8,59,57965,58024,0.059,57.965,58.024,fixation
423.0,105.0,14,108,58182,58290,0.108,58.182,58.29,fixation
537.0,99.0,33,267,58390,58657,0.267,58.39,58.657,fixation
584.0,100.0,17,133,58724,58857,0.133,58.724,58.857,fixation
274.0,123.0,8,58,58907,58965,0.058,58.907,58.965,fixation
263.0,108.0,16,125,58990,59115,0.125,58.99,59.115,fixation
187.0,122.0,16,125,59165,59290,0.125,59.165,59.29,fixation
186.0,119.0,15,117,59340,59457,0.117,59.34,59.457,fixation
438.0,115.0,12,92,59573,59665,0.092,59.573,59.665,fixation
434.0,110.0,8,58,59757,59815,0.058,59.757,59.815,fixation
423.0,102.0,24,192,59898,60090,0.192,59.898,60.09,fixation
248.0,116.0,17,133,60132,60265,0.133,60.132,60.265,fixation
244.0,115.0,10,75,60357,60432,0.075,60.357,60.432,fixation
142.0,128.0,15,117,60465,60582,0.117,60.465,60.582,fixation
147.0,124.0,19,150,60632,60782,0.15,60.632,60.782,fixation
284.0,124.0,12,92,60823,60915,0.092,60.823,60.915,fixation
271.0,119.0,26,208,60932,61140,0.208,60.932,61.14,fixation
249.0,147.0,10,75,61190,61265,0.075,61.19,61.265,fixation
121.0,101.0,18,141,61432,61573,0.141,61.432,61.573,fixation
184.0,114.0,9,67,61706,61773,0.067,61.706,61.773,fixation
257.0,115.0,24,192,62123,62315,0.192,62.123,62.315,fixation
394.0,90.0,20,159,62356,62515,0.159,62.356,62.515,fixation
162.0,115.0,10,75,62723,62798,0.075,62.723,62.798,fixation
155.0,95.0,8,59,62856,62915,0.059,62.856,62.915,fixation
177.0,112.0,29,233,62940,63173,0.233,62.94,63.173,fixation
70.0,93.0,12,91,63215,63306,0.091,63.215,63.306,fixation
639.0,60.0,21,167,63556,63723,0.167,63.556,63.723,fixation
549.0,87.0,19,150,63806,63956,0.15,63.806,63.956,fixation
328.0,145.0,22,175,64006,64181,0.175,64.006,64.181,fixation
235.0,141.0,8,59,64256,64315,0.059,64.256,64.315,fixation
271.0,171.0,23,183,64340,64523,0.183,64.34,64.523,fixation
450.0,111.0,8,59,64756,64815,0.059,64.756,64.815,fixation
438.0,83.0,42,342,64831,65173,0.342,64.831,65.173,fixation
358.0,355.0,16,125,65289,65414,0.125,65.289,65.414,fixation
334.0,341.0,13,100,65464,65564,0.1,65.464,65.564,fixation
359.0,298.0,61,500,65598,66098,0.5,65.598,66.098,fixation
368.0,291.0,10,75,66239,66314,0.075,66.239,66.314,fixation
149.0,300.0,20,158,66381,66539,0.158,66.381,66.539,fixation
209.0,316.0,30,241,66698,66939,0.241,66.698,66.939,fixation
249.0,287.0,34,275,67156,67431,0.275,67.156,67.431,fixation
186.0,309.0,22,175,67564,67739,0.175,67.564,67.739,fixation
87.0,298.0,26,208,67881,68089,0.208,67.881,68.089,fixation
207.0,352.0,23,183,68231,68414,0.183,68.231,68.414,fixation
163.0,342.0,22,175,68439,68614,0.175,68.439,68.614,fixation
299.0,354.0,20,158,68656,68814,0.158,68.656,68.814,fixation
263.0,354.0,19,150,68839,68989,0.15,68.839,68.989,fixation
354.0,361.0,26,208,69131,69339,0.208,69.131,69.339,fixation
235.0,351.0,16,125,69406,69531,0.125,69.406,69.531,fixation
250.0,365.0,10,75,69556,69631,0.075,69.556,69.631,fixation
240.0,364.0,21,166,69656,69822,0.166,69.656,69.822,fixation
342.0,372.0,22,175,69856,70031,0.175,69.856,70.031,fixation
338.0,358.0,8,59,70122,70181,0.059,70.122,70.181,fixation
335.0,355.0,9,67,70239,70306,0.067,70.239,70.306,fixation
374.0,362.0,17,133,70331,70464,0.133,70.331,70.464,fixation
340.0,347.0,19,149,70706,70855,0.149,70.706,70.855,fixation
451.0,374.0,10,75,70881,70956,0.075,70.881,70.956,fixation
443.0,355.0,18,142,71022,71164,0.142,71.022,71.164,fixation
488.0,362.0,20,159,71305,71464,0.159,71.305,71.464,fixation
103.0,341.0,16,125,71730,71855,0.125,71.73,71.855,fixation
244.0,377.0,11,83,72122,72205,0.083,72.122,72.205,fixation
276.0,373.0,19,150,72347,72497,0.15,72.347,72.497,fixation
196.0,360.0,27,217,72530,72747,0.217,72.53,72.747,fixation
210.0,363.0,11,83,72764,72847,0.083,72.764,72.847,fixation
338.0,364.0,26,208,72889,73097,0.208,72.889,73.097,fixation
277.0,345.0,16,125,73222,73347,0.125,73.222,73.347,fixation
368.0,362.0,17,133,73389,73522,0.133,73.389,73.522,fixation
370.0,364.0,14,108,73539,73647,0.108,73.539,73.647,fixation
332.0,370.0,10,75,73772,73847,0.075,73.772,73.847,fixation
380.0,375.0,17,133,73955,74088,0.133,73.955,74.088,fixation
366.0,361.0,22,175,74113,74288,0.175,74.113,74.288,fixation
133.0,365.0,10,75,74447,74522,0.075,74.447,74.522,fixation
199.0,356.0,9,67,74688,74755,0.067,74.688,74.755,fixation
115.0,351.0,16,125,74788,74913,0.125,74.788,74.913,fixation
136.0,378.0,9,67,74938,75005,0.067,74.938,75.005,fixation
179.0,441.0,8,59,75263,75322,0.059,75.263,75.322,fixation
108.0,420.0,19,150,75430,75580,0.15,75.43,75.58,fixation
245.0,411.0,16,125,75713,75838,0.125,75.713,75.838,fixation
517.0,408.0,14,108,76130,76238,0.108,76.13,76.238,fixation
120.0,426.0,8,59,76363,76422,0.059,76.363,76.422,fixation
201.0,514.0,26,208,76655,76863,0.208,76.655,76.863,fixation
175.0,507.0,11,83,76888,76971,0.083,76.888,76.971,fixation
202.0,519.0,29,233,77055,77288,0.233,77.055,77.288,fixation
96.0,527.0,16,125,77321,77446,0.125,77.321,77.446,fixation
93.0,530.0,16,125,77488,77613,0.125,77.488,77.613,fixation
186.0,539.0,33,267,77638,77905,0.267,77.638,77.905,fixation
182.0,531.0,11,84,77921,78005,0.084,77.921,78.005,fixation
347.0,518.0,8,58,78063,78121,0.058,78.063,78.121,fixation
422.0,517.0,14,108,78505,78613,0.108,78.505,78.613,fixation
96.0,552.0,35,300,78663,78963,0.3,78.663,78.963,fixation
94.0,482.0,26,209,78996,79205,0.209,78.996,79.205,fixation
112.0,428.0,8,58,79388,79446,0.058,79.388,79.446,fixation
97.0,451.0,12,92,79471,79563,0.092,79.471,79.563,fixation
60.0,624.0,19,150,79621,79771,0.15,79.621,79.771,fixation
172.0,539.0,9,67,80021,80088,0.067,80.021,80.088,fixation
141.0,543.0,13,100,80188,80288,0.1,80.188,80.288,fixation
126.0,545.0,14,108,80438,80546,0.108,80.438,80.546,fixation
83.0,549.0,29,234,80579,80813,0.234,80.579,80.813,fixation
189.0,560.0,35,284,80854,81138,0.284,80.854,81.138,fixation
87.0,563.0,42,342,81171,81513,0.342,81.171,81.513,fixation
89.0,554.0,15,117,81546,81663,0.117,81.546,81.663,fixation
109.0,464.0,12,92,81796,81888,0.092,81.796,81.888,fixation
107.0,436.0,28,225,81913,82138,0.225,81.913,82.138,fixation
231.0,437.0,15,116,82238,82354,0.116,82.238,82.354,fixation
288.0,429.0,20,159,82404,82563,0.159,82.404,82.563,fixation
477.0,428.0,21,167,82604,82771,0.167,82.604,82.771,fixation
357.0,412.0,17,134,82887,83021,0.134,82.887,83.021,fixation
359.0,414.0,12,91,83071,83162,0.091,83.071,83.162,fixation
98.0,524.0,24,191,83321,83512,0.191,83.321,83.512,fixation
105.0,532.0,20,158,83596,83754,0.158,83.596,83.754,fixation
84.0,544.0,29,233,83846,84079,0.233,83.846,84.079,fixation
151.0,563.0,25,200,84162,84362,0.2,84.162,84.362,fixation
216.0,535.0,15,117,84504,84621,0.117,84.504,84.621,fixation
338.0,541.0,10,75,84662,84737,0.075,84.662,84.737,fixation
335.0,532.0,8,58,84754,84812,0.058,84.754,84.812,fixation
423.0,518.0,12,91,85071,85162,0.091,85.071,85.162,fixation
404.0,538.0,8,58,85187,85245,0.058,85.187,85.245,fixation
455.0,524.0,16,125,85495,85620,0.125,85.495,85.62,fixation
317.0,515.0,19,150,85670,85820,0.15,85.67,85.82,fixation
302.0,176.0,13,100,85937,86037,0.1,85.937,86.037,fixation
291.0,246.0,15,117,86187,86304,0.117,86.187,86.304,fixation
218.0,189.0,14,108,86337,86445,0.108,86.337,86.445,fixation
167.0,578.0,26,208,86587,86795,0.208,86.587,86.795,fixation
153.0,569.0,19,150,86845,86995,0.15,86.845,86.995,fixation
144.0,577.0,10,75,87012,87087,0.075,87.012,87.087,fixation
136.0,566.0,8,58,87137,87195,0.058,87.137,87.195,fixation
102.0,483.0,16,125,87245,87370,0.125,87.245,87.37,fixation
163.0,516.0,20,158,87404,87562,0.158,87.404,87.562,fixation
222.0,516.0,30,242,87620,87862,0.242,87.62,87.862,fixation
110.0,513.0,35,283,87937,88220,0.283,87.937,88.22,fixation
227.0,517.0,12,92,88445,88537,0.092,88.445,88.537,fixation
277.0,507.0,31,250,88620,88870,0.25,88.62,88.87,fixation
134.0,572.0,33,267,89045,89312,0.267,89.045,89.312,fixation
139.0,580.0,9,67,89328,89395,0.067,89.328,89.395,fixation
115.0,606.0,18,142,89420,89562,0.142,89.42,89.562,fixation
173.0,600.0,41,333,89637,89970,0.333,89.637,89.97,fixation
157.0,615.0,24,192,90028,90220,0.192,90.028,90.22,fixation
160.0,650.0,9,67,90245,90312,0.067,90.245,90.312,fixation
155.0,607.0,16,125,90528,90653,0.125,90.528,90.653,fixation
129.0,602.0,10,75,90670,90745,0.075,90.67,90.745,fixation
288.0,614.0,23,183,90845,91028,0.183,90.845,91.028,fixation
245.0,605.0,13,100,91045,91145,0.1,91.045,91.145,fixation
253.0,612.0,13,100,91170,91270,0.1,91.17,91.27,fixation
403.0,613.0,24,191,91362,91553,0.191,91.362,91.553,fixation
352.0,599.0,13,100,91578,91678,0.1,91.578,91.678,fixation
474.0,599.0,27,217,91770,91987,0.217,91.77,91.987,fixation
576.0,594.0,36,292,92153,92445,0.292,92.153,92.445,fixation
646.0,586.0,36,292,92478,92770,0.292,92.478,92.77,fixation
557.0,595.0,20,159,92811,92970,0.159,92.811,92.97,fixation
564.0,596.0,28,225,92986,93211,0.225,92.986,93.211,fixation
653.0,595.0,59,500,93286,93786,0.5,93.286,93.786,fixation
259.0,585.0,22,183,93845,94028,0.183,93.845,94.028,fixation
354.0,598.0,13,100,94111,94211,0.1,94.111,94.211,fixation
652.0,592.0,37,300,94261,94561,0.3,94.261,94.561,fixation
659.0,591.0,45,367,94611,94978,0.367,94.611,94.978,fixation
566.0,594.0,46,375,95011,95386,0.375,95.011,95.386,fixation
351.0,600.0,34,275,95436,95711,0.275,95.436,95.711,fixation
205.0,606.0,25,200,95744,95944,0.2,95.744,95.944,fixation
538.0,610.0,25,200,96019,96219,0.2,96.019,96.219,fixation
581.0,599.0,12,92,96244,96336,0.092,96.244,96.336,fixation
228.0,605.0,20,175,96469,96644,0.175,96.469,96.644,fixation
337.0,600.0,32,258,96703,96961,0.258,96.703,96.961,fixation
257.0,601.0,18,141,97028,97169,0.141,97.028,97.169,fixation
394.0,602.0,28,224,97253,97477,0.224,97.253,97.477,fixation
578.0,603.0,23,183,97553,97736,0.183,97.553,97.736,fixation
552.0,597.0,14,108,97761,97869,0.108,97.761,97.869,fixation
660.0,598.0,11,84,97977,98061,0.084,97.977,98.061,fixation
98.0,646.0,28,225,98136,98361,0.225,98.136,98.361,fixation
206.0,635.0,22,175,98402,98577,0.175,98.402,98.577,fixation
446.0,606.0,25,200,98627,98827,0.2,98.627,98.827,fixation
112.0,661.0,21,167,99194,99361,0.167,99.194,99.361,fixation
160.0,644.0,27,217,99419,99636,0.217,99.419,99.636,fixation
196.0,646.0,12,92,99794,99886,0.092,99.794,99.886,fixation
248.0,653.0,33,267,99910,100177,0.267,99.91,100.177,fixation
81.0,657.0,24,192,100227,100419,0.192,100.227,100.419,fixation
164.0,657.0,29,233,100477,100710,0.233,100.477,100.71,fixation
244.0,655.0,41,333,100752,101085,0.333,100.752,101.085,fixation
272.0,653.0,25,200,101102,101302,0.2,101.102,101.302,fixation
284.0,282.0,18,142,101410,101552,0.142,101.41,101.552,fixation
311.0,233.0,19,150,101610,101760,0.15,101.61,101.76,fixation
212.0,228.0,27,216,101819,102035,0.216,101.819,102.035,fixation
204.0,250.0,24,192,102060,102252,0.192,102.06,102.252,fixation
251.0,674.0,17,133,102335,102468,0.133,102.335,102.468,fixation
257.0,628.0,19,150,102552,102702,0.15,102.552,102.702,fixation
354.0,635.0,27,216,102752,102968,0.216,102.752,102.968,fixation
218.0,633.0,18,142,103010,103152,0.142,103.01,103.152,fixation
450.0,637.0,10,75,103268,103343,0.075,103.268,103.343,fixation
137.0,710.0,39,317,103385,103702,0.317,103.385,103.702,fixation
230.0,706.0,23,184,103818,104002,0.184,103.818,104.002,fixation
165.0,763.0,8,58,104060,104118,0.058,104.06,104.118,fixation
118.0,760.0,31,250,104252,104502,0.25,104.252,104.502,fixation
256.0,764.0,20,158,104535,104693,0.158,104.535,104.693,fixation
