x,y,count,duration_ms,start_ms,end_ms,duration_s,start_s,end_s,type
170.0,142.0,15,117,17955,18072,0.117,17.955,18.072,fixation
169.0,112.0,28,225,18155,18380,0.225,18.155,18.38,fixation
115.0,109.0,28,225,18422,18647,0.225,18.422,18.647,fixation
135.0,165.0,14,108,18714,18822,0.108,18.714,18.822,fixation
149.0,124.0,8,59,18855,18914,0.059,18.855,18.914,fixation
211.0,139.0,22,175,19147,19322,0.175,19.147,19.322,fixation
253.0,149.0,24,191,19347,19538,0.191,19.347,19.538,fixation
266.0,157.0,14,109,19563,19672,0.109,19.563,19.672,fixation
175.0,139.0,24,191,19772,19963,0.191,19.772,19.963,fixation
138.0,119.0,18,142,19988,20130,0.142,19.988,20.13,fixation
194.0,102.0,27,217,20288,20505,0.217,20.288,20.505,fixation
195.0,89.0,10,75,20563,20638,0.075,20.563,20.638,fixation
214.0,116.0,15,116,20672,20788,0.116,20.672,20.788,fixation
202.0,101.0,8,59,20813,20872,0.059,20.813,20.872,fixation
150.0,109.0,23,183,21005,21188,0.183,21.005,21.188,fixation
217.0,135.0,10,75,21472,21547,0.075,21.472,21.547,fixation
212.0,117.0,11,84,21663,21747,0.084,21.663,21.747,fixation
223.0,137.0,10,75,21797,21872,0.075,21.797,21.872,fixation
258.0,122.0,13,100,21980,22080,0.1,21.98,22.08,fixation
250.0,109.0,18,142,22321,22463,0.142,22.321,22.463,fixation
151.0,157.0,41,333,22530,22863,0.333,22.53,22.863,fixation
111.0,125.0,19,150,23005,23155,0.15,23.005,23.155,fixation
143.0,127.0,57,467,23396,23863,0.467,23.396,23.863,fixation
162.0,214.0,9,67,24121,24188,0.067,24.121,24.188,fixation
125.0,172.0,12,92,24321,24413,0.092,24.321,24.413,fixation
117.0,168.0,19,150,24505,24655,0.15,24.505,24.655,fixation
140.0,179.0,15,117,24671,24788,0.117,24.671,24.788,fixation
192.0,179.0,39,317,24963,25280,0.317,24.963,25.28,fixation
154.0,184.0,17,133,25313,25446,0.133,25.313,25.446,fixation
153.0,191.0,16,125,25588,25713,0.125,25.588,25.713,fixation
169.0,201.0,77,633,25738,26371,0.633,25.738,26.371,fixation
149.0,198.0,8,58,26388,26446,0.058,26.388,26.446,fixation
157.0,178.0,42,342,26471,26813,0.342,26.471,26.813,fixation
171.0,199.0,44,358,26963,27321,0.358,26.963,27.321,fixation
152.0,184.0,40,325,27346,27671,0.325,27.346,27.671,fixation
146.0,208.0,13,100,27813,27913,0.1,27.813,27.913,fixation
163.0,232.0,8,59,28004,28063,0.059,28.004,28.063,fixation
143.0,206.0,11,84,28079,28163,0.084,28.079,28.163,fixation
168.0,214.0,25,200,28188,28388,0.2,28.188,28.388,fixation
152.0,197.0,25,200,28663,28863,0.2,28.663,28.863,fixation
163.0,201.0,9,66,28888,28954,0.066,28.888,28.954,fixation
142.0,237.0,10,75,28979,29054,0.075,28.979,29.054,fixation
141.0,237.0,18,142,29104,29246,0.142,29.104,29.246,fixation
160.0,254.0,11,83,29363,29446,0.083,29.363,29.446,fixation
150.0,293.0,18,142,29729,29871,0.142,29.729,29.871,fixation
136.0,286.0,9,66,29896,29962,0.066,29.896,29.962,fixation
172.0,304.0,20,158,29988,30146,0.158,29.988,30.146,fixation
108.0,293.0,38,308,30179,30487,0.308,30.179,30.487,fixation
109.0,298.0,8,58,30579,30637,0.058,30.579,30.637,fixation
192.0,286.0,11,84,30787,30871,0.084,30.787,30.871,fixation
223.0,285.0,13,100,31062,31162,0.1,31.062,31.162,fixation
94.0,82.0,17,134,31362,31496,0.134,31.362,31.496,fixation
151.0,260.0,12,91,31546,31637,0.091,31.546,31.637,fixation
209.0,314.0,8,58,31896,31954,0.058,31.896,31.954,fixation
216.0,334.0,23,184,31987,32171,0.184,31.987,32.171,fixation
177.0,327.0,12,91,32221,32312,0.091,32.221,32.312,fixation
152.0,176.0,52,425,32354,32779,0.425,32.354,32.779,fixation
127.0,56.0,10,75,33012,33087,0.075,33.012,33.087,fixation
181.0,109.0,10,75,33145,33220,0.075,33.145,33.22,fixation
160.0,94.0,12,92,33345,33437,0.092,33.345,33.437,fixation
236.0,330.0,23,184,33545,33729,0.184,33.545,33.729,fixation
228.0,341.0,29,233,33754,33987,0.233,33.754,33.987,fixation
215.0,342.0,11,83,34062,34145,0.083,34.062,34.145,fixation
246.0,325.0,13,100,34195,34295,0.1,34.195,34.295,fixation
258.0,333.0,10,75,34320,34395,0.075,34.32,34.395,fixation
220.0,121.0,22,175,34612,34787,0.175,34.612,34.787,fixation
233.0,112.0,15,117,34862,34979,0.117,34.862,34.979,fixation
258.0,339.0,23,183,35112,35295,0.183,35.112,35.295,fixation
163.0,313.0,30,242,35345,35587,0.242,35.345,35.587,fixation
206.0,406.0,14,109,35645,35754,0.109,35.645,35.754,fixation
232.0,394.0,18,142,35787,35929,0.142,35.787,35.929,fixation
202.0,373.0,8,58,36012,36070,0.058,36.012,36.07,fixation
309.0,374.0,17,133,36187,36320,0.133,36.187,36.32,fixation
310.0,375.0,8,58,36387,36445,0.058,36.387,36.445,fixation
292.0,369.0,16,125,36545,36670,0.125,36.545,36.67,fixation
136.0,380.0,18,141,36712,36853,0.141,36.712,36.853,fixation
288.0,397.0,13,100,36970,37070,0.1,36.97,37.07,fixation
347.0,393.0,17,134,37253,37387,0.134,37.253,37.387,fixation
425.0,393.0,11,83,37445,37528,0.083,37.445,37.528,fixation
423.0,395.0,13,100,37545,37645,0.1,37.545,37.645,fixation
416.0,393.0,9,66,37662,37728,0.066,37.662,37.728,fixation
404.0,374.0,9,67,37753,37820,0.067,37.753,37.82,fixation
139.0,336.0,11,83,37937,38020,0.083,37.937,38.02,fixation
143.0,360.0,17,133,38162,38295,0.133,38.162,38.295,fixation
163.0,474.0,32,258,38445,38703,0.258,38.445,38.703,fixation
173.0,462.0,19,158,38720,38878,0.158,38.72,38.878,fixation
190.0,349.0,23,183,38987,39170,0.183,38.987,39.17,fixation
167.0,384.0,22,175,39245,39420,0.175,39.245,39.42,fixation
329.0,387.0,10,75,39545,39620,0.075,39.545,39.62,fixation
310.0,390.0,11,83,39845,39928,0.083,39.845,39.928,fixation
317.0,373.0,26,208,39970,40178,0.208,39.97,40.178,fixation
201.0,380.0,20,159,40386,40545,0.159,40.386,40.545,fixation
296.0,386.0,26,208,40578,40786,0.208,40.578,40.786,fixation
340.0,397.0,8,59,40961,41020,0.059,40.961,41.02,fixation
308.0,396.0,15,117,41061,41178,0.117,41.061,41.178,fixation
110.0,250.0,14,108,41253,41361,0.108,41.253,41.361,fixation
179.0,323.0,34,275,41428,41703,0.275,41.428,41.703,fixation
283.0,337.0,12,91,41770,41861,0.091,41.77,41.861,fixation
216.0,341.0,58,475,41969,42444,0.475,41.969,42.444,fixation
290.0,380.0,32,258,42511,42769,0.258,42.511,42.769,fixation
304.0,380.0,26,208,42836,43044,0.208,42.836,43.044,fixation
179.0,327.0,9,66,43303,43369,0.066,43.303,43.369,fixation
227.0,330.0,12,91,43453,43544,0.091,43.453,43.544,fixation
218.0,315.0,21,167,43561,43728,0.167,43.561,43.728,fixation
185.0,326.0,42,341,43753,44094,0.341,43.753,44.094,fixation
342.0,406.0,16,125,44219,44344,0.125,44.219,44.344,fixation
314.0,377.0,17,133,44361,44494,0.133,44.361,44.494,fixation
320.0,393.0,32,258,44519,44777,0.258,44.519,44.777,fixation
314.0,397.0,13,100,44869,44969,0.1,44.869,44.969,fixation
237.0,394.0,19,150,45044,45194,0.15,45.044,45.194,fixation
307.0,396.0,9,67,45252,45319,0.067,45.252,45.319,fixation
308.0,395.0,27,217,45369,45586,0.217,45.369,45.586,fixation
110.0,395.0,36,292,45627,45919,0.292,45.627,45.919,fixation
99.0,382.0,18,141,45944,46085,0.141,45.944,46.085,fixation
308.0,394.0,50,409,46135,46544,0.409,46.135,46.544,fixation
211.0,327.0,10,75,46585,46660,0.075,46.585,46.66,fixation
210.0,330.0,14,108,46744,46852,0.108,46.744,46.852,fixation
238.0,339.0,16,125,46944,47069,0.125,46.944,47.069,fixation
334.0,390.0,25,200,47169,47369,0.2,47.169,47.369,fixation
313.0,379.0,26,209,47435,47644,0.209,47.435,47.644,fixation
331.0,394.0,39,317,47877,48194,0.317,47.877,48.194,fixation
426.0,366.0,9,67,48360,48427,0.067,48.36,48.427,fixation
438.0,386.0,14,108,48585,48693,0.108,48.585,48.693,fixation
481.0,381.0,25,200,48743,48943,0.2,48.743,48.943,fixation
434.0,392.0,17,133,48977,49110,0.133,48.977,49.11,fixation
403.0,391.0,14,108,49135,49243,0.108,49.135,49.243,fixation
413.0,380.0,19,150,49268,49418,0.15,49.268,49.418,fixation
450.0,391.0,14,109,49493,49602,0.109,49.493,49.602,fixation
417.0,387.0,47,383,49635,50018,0.383,49.635,50.018,fixation
438.0,392.0,23,183,50060,50243,0.183,50.06,50.243,fixation
216.0,129.0,9,67,50335,50402,0.067,50.335,50.402,fixation
202.0,150.0,16,125,50527,50652,0.125,50.527,50.652,fixation
148.0,135.0,15,117,50710,50827,0.117,50.71,50.827,fixation
183.0,89.0,8,58,50910,50968,0.058,50.91,50.968,fixation
476.0,399.0,22,175,51585,51760,0.175,51.585,51.76,fixation
453.0,384.0,30,242,51776,52018,0.242,51.776,52.018,fixation
493.0,386.0,18,142,52043,52185,0.142,52.043,52.185,fixation
529.0,406.0,11,84,52451,52535,0.084,52.451,52.535,fixation
442.0,398.0,19,150,52610,52760,0.15,52.61,52.76,fixation
299.0,398.0,11,83,52810,52893,0.083,52.81,52.893,fixation
292.0,388.0,12,91,52910,53001,0.091,52.91,53.001,fixation
326.0,408.0,26,208,53035,53243,0.208,53.035,53.243,fixation
336.0,408.0,15,117,53293,53410,0.117,53.293,53.41,fixation
252.0,335.0,12,91,53460,53551,0.091,53.46,53.551,fixation
249.0,343.0,13,100,53610,53710,0.1,53.61,53.71,fixation
523.0,384.0,18,141,53885,54026,0.141,53.885,54.026,fixation
437.0,375.0,11,84,54159,54243,0.084,54.159,54.243,fixation
398.0,372.0,8,58,54326,54384,0.058,54.326,54.384,fixation
396.0,386.0,11,83,54401,54484,0.083,54.401,54.484,fixation
313.0,396.0,56,459,54534,54993,0.459,54.534,54.993,fixation
305.0,396.0,35,284,55009,55293,0.284,55.009,55.293,fixation
313.0,396.0,22,175,55384,55559,0.175,55.384,55.559,fixation
319.0,390.0,23,183,55601,55784,0.183,55.601,55.784,fixation
234.0,340.0,23,183,55818,56001,0.183,55.818,56.001,fixation
273.0,344.0,30,275,56026,56301,0.275,56.026,56.301,fixation
328.0,382.0,21,166,56368,56534,0.166,56.368,56.534,fixation
363.0,395.0,18,142,56559,56701,0.142,56.559,56.701,fixation
323.0,388.0,35,333,56751,57084,0.333,56.751,57.084,fixation
485.0,393.0,8,59,57209,57268,0.059,57.209,57.268,fixation
456.0,388.0,46,375,57309,57684,0.375,57.309,57.684,fixation
485.0,377.0,33,266,57776,58042,0.266,57.776,58.042,fixation
465.0,390.0,17,133,58084,58217,0.133,58.084,58.217,fixation
462.0,383.0,16,125,58242,58367,0.125,58.242,58.367,fixation
515.0,383.0,20,158,58409,58567,0.158,58.409,58.567,fixation
511.0,375.0,13,100,58592,58692,0.1,58.592,58.692,fixation
467.0,379.0,18,141,58751,58892,0.141,58.751,58.892,fixation
478.0,384.0,18,142,58917,59059,0.142,58.917,59.059,fixation
519.0,387.0,19,150,59192,59342,0.15,59.192,59.342,fixation
517.0,398.0,14,109,59392,59501,0.109,59.392,59.501,fixation
486.0,385.0,25,200,59526,59726,0.2,59.526,59.726,fixation
231.0,147.0,8,59,59917,59976,0.059,59.917,59.976,fixation
229.0,148.0,14,108,60076,60184,0.108,60.076,60.184,fixation
206.0,158.0,13,100,60234,60334,0.1,60.234,60.334,fixation
201.0,150.0,8,58,60351,60409,0.058,60.351,60.409,fixation
490.0,386.0,19,150,60534,60684,0.15,60.534,60.684,fixation
433.0,380.0,18,142,60717,60859,0.142,60.717,60.859,fixation
384.0,394.0,26,208,60909,61117,0.208,60.909,61.117,fixation
418.0,380.0,22,175,61217,61392,0.175,61.217,61.392,fixation
191.0,107.0,12,92,61550,61642,0.092,61.55,61.642,fixation
238.0,135.0,17,134,61750,61884,0.134,61.75,61.884,fixation
483.0,416.0,14,109,62200,62309,0.109,62.2,62.309,fixation
485.0,381.0,28,225,62392,62617,0.225,62.392,62.617,fixation
482.0,435.0,8,58,62959,63017,0.058,62.959,63.017,fixation
162.0,448.0,13,100,63700,63800,0.1,63.7,63.8,fixation
156.0,434.0,11,84,63825,63909,0.084,63.825,63.909,fixation
141.0,456.0,12,92,63933,64025,0.092,63.933,64.025,fixation
152.0,450.0,13,100,64042,64142,0.1,64.042,64.142,fixation
187.0,502.0,18,142,64200,64342,0.142,64.2,64.342,fixation
374.0,583.0,18,142,64383,64525,0.142,64.383,64.525,fixation
349.0,558.0,14,108,64550,64658,0.108,64.55,64.658,fixation
447.0,559.0,21,167,64700,64867,0.167,64.7,64.867,fixation
524.0,556.0,17,134,64908,65042,0.134,64.908,65.042,fixation
144.0,538.0,25,200,65117,65317,0.2,65.117,65.317,fixation
223.0,546.0,28,225,65350,65575,0.225,65.35,65.575,fixation
110.0,455.0,26,208,65625,65833,0.208,65.625,65.833,fixation
191.0,481.0,19,150,65875,66025,0.15,65.875,66.025,fixation
181.0,473.0,18,141,66067,66208,0.141,66.067,66.208,fixation
231.0,470.0,14,109,66233,66342,0.109,66.233,66.342,fixation
236.0,470.0,17,134,66383,66517,0.134,66.383,66.517,fixation
206.0,461.0,15,117,66533,66650,0.117,66.533,66.65,fixation
213.0,454.0,25,200,66733,66933,0.2,66.733,66.933,fixation
141.0,283.0,18,141,67142,67283,0.141,67.142,67.283,fixation
174.0,298.0,15,117,67316,67433,0.117,67.316,67.433,fixation
173.0,285.0,9,66,67450,67516,0.066,67.45,67.516,fixation
206.0,291.0,18,142,67541,67683,0.142,67.541,67.683,fixation
247.0,468.0,31,250,67775,68025,0.25,67.775,68.025,fixation
194.0,451.0,20,158,68050,68208,0.158,68.05,68.208,fixation
145.0,502.0,38,309,68241,68550,0.309,68.241,68.55,fixation
154.0,487.0,15,117,68591,68708,0.117,68.591,68.708,fixation
126.0,475.0,25,200,68733,68933,0.2,68.733,68.933,fixation
101.0,483.0,33,267,68958,69225,0.267,68.958,69.225,fixation
189.0,501.0,69,567,69258,69825,0.567,69.258,69.825,fixation
135.0,499.0,35,283,69858,70141,0.283,69.858,70.141,fixation
111.0,406.0,15,117,70166,70283,0.117,70.166,70.283,fixation
171.0,465.0,18,141,70383,70524,0.141,70.383,70.524,fixation
162.0,488.0,16,125,70558,70683,0.125,70.558,70.683,fixation
211.0,459.0,8,58,70708,70766,0.058,70.708,70.766,fixation
286.0,449.0,27,216,70808,71024,0.216,70.808,71.024,fixation
298.0,372.0,14,109,71124,71233,0.109,71.124,71.233,fixation
154.0,364.0,27,217,71274,71491,0.217,71.274,71.491,fixation
134.0,347.0,9,67,71516,71583,0.067,71.516,71.583,fixation
230.0,392.0,19,150,71658,71808,0.15,71.658,71.808,fixation
324.0,394.0,35,283,71841,72124,0.283,71.841,72.124,fixation
180.0,486.0,19,150,72174,72324,0.15,72.174,72.324,fixation
194.0,507.0,61,500,72391,72891,0.5,72.391,72.891,fixation
167.0,491.0,35,283,72916,73199,0.283,72.916,73.199,fixation
124.0,490.0,24,191,73216,73407,0.191,73.216,73.407,fixation
154.0,554.0,63,516,73441,73957,0.516,73.441,73.957,fixation
183.0,629.0,81,667,73999,74666,0.667,73.999,74.666,fixation
279.0,424.0,10,75,74791,74866,0.075,74.791,74.866,fixation
316.0,376.0,13,100,74991,75091,0.1,74.991,75.091,fixation
356.0,398.0,19,150,75124,75274,0.15,75.124,75.274,fixation
300.0,391.0,25,200,75307,75507,0.2,75.307,75.507,fixation
218.0,385.0,27,216,75541,75757,0.216,75.541,75.757,fixation
152.0,541.0,8,59,75815,75874,0.059,75.815,75.874,fixation
188.0,527.0,18,142,75890,76032,0.142,75.89,76.032,fixation
187.0,478.0,26,209,76090,76299,0.209,76.09,76.299,fixation
212.0,469.0,19,150,76315,76465,0.15,76.315,76.465,fixation
284.0,401.0,10,75,76715,76790,0.075,76.715,76.79,fixation
285.0,395.0,44,358,76832,77190,0.358,76.832,77.19,fixation
329.0,392.0,58,475,77257,77732,0.475,77.257,77.732,fixation
316.0,407.0,8,58,77757,77815,0.058,77.757,77.815,fixation
304.0,388.0,8,58,77965,78023,0.058,77.965,78.023,fixation
311.0,387.0,13,100,78065,78165,0.1,78.065,78.165,fixation
231.0,324.0,24,191,78257,78448,0.191,78.257,78.448,fixation
259.0,313.0,21,167,78523,78690,0.167,78.523,78.69,fixation
335.0,397.0,20,158,78790,78948,0.158,78.79,78.948,fixation
323.0,391.0,44,358,78965,79323,0.358,78.965,79.323,fixation
440.0,380.0,38,308,79565,79873,0.308,79.565,79.873,fixation
431.0,372.0,16,125,79907,80032,0.125,79.907,80.032,fixation
500.0,369.0,28,225,80065,80290,0.225,80.065,80.29,fixation
351.0,351.0,17,133,80457,80590,0.133,80.457,80.59,fixation
311.0,391.0,24,191,80790,80981,0.191,80.79,80.981,fixation
254.0,390.0,21,167,81048,81215,0.167,81.048,81.215,fixation
263.0,344.0,51,583,81240,81823,0.583,81.24,81.823,fixation
328.0,386.0,10,75,81856,81931,0.075,81.856,81.931,fixation
317.0,380.0,18,142,81956,82098,0.142,81.956,82.098,fixation
313.0,366.0,13,100,82115,82215,0.1,82.115,82.215,fixation
330.0,391.0,54,442,82231,82673,0.442,82.231,82.673,fixation
283.0,390.0,15,117,82698,82815,0.117,82.698,82.815,fixation
185.0,318.0,10,75,82931,83006,0.075,82.931,83.006,fixation
310.0,401.0,10,75,83206,83281,0.075,83.206,83.281,fixation
298.0,396.0,20,158,83306,83464,0.158,83.306,83.464,fixation
199.0,318.0,9,67,83739,83806,0.067,83.739,83.806,fixation
236.0,342.0,22,175,83889,84064,0.175,83.889,84.064,fixation
269.0,351.0,25,200,84089,84289,0.2,84.089,84.289,fixation
310.0,403.0,9,67,84489,84556,0.067,84.489,84.556,fixation
306.0,382.0,10,75,84664,84739,0.075,84.664,84.739,fixation
331.0,394.0,44,358,84756,85114,0.358,84.756,85.114,fixation
333.0,386.0,19,150,85139,85289,0.15,85.139,85.289,fixation
417.0,404.0,10,75,85348,85423,0.075,85.348,85.423,fixation
401.0,389.0,11,83,85448,85531,0.083,85.448,85.531,fixation
493.0,382.0,10,75,85564,85639,0.075,85.564,85.639,fixation
503.0,391.0,29,233,85656,85889,0.233,85.656,85.889,fixation
496.0,382.0,11,83,85906,85989,0.083,85.906,85.989,fixation
417.0,378.0,10,75,86064,86139,0.075,86.064,86.139,fixation
213.0,118.0,37,300,86372,86672,0.3,86.372,86.672,fixation
161.0,232.0,13,100,86747,86847,0.1,86.747,86.847,fixation
158.0,195.0,9,67,86872,86939,0.067,86.872,86.939,fixation
168.0,175.0,22,175,87239,87414,0.175,87.239,87.414,fixation
286.0,387.0,34,275,87472,87747,0.275,87.472,87.747,fixation
271.0,528.0,12,92,87789,87881,0.092,87.789,87.881,fixation
193.0,580.0,19,150,87914,88064,0.15,87.914,88.064,fixation
176.0,560.0,39,317,88089,88406,0.317,88.089,88.406,fixation
116.0,546.0,15,117,88447,88564,0.117,88.447,88.564,fixation
311.0,544.0,31,250,88606,88856,0.25,88.606,88.856,fixation
280.0,545.0,16,125,88897,89022,0.125,88.897,89.022,fixation
326.0,544.0,13,100,89039,89139,0.1,89.039,89.139,fixation
108.0,532.0,64,525,89180,89705,0.525,89.18,89.705,fixation
185.0,536.0,13,100,89730,89830,0.1,89.73,89.83,fixation
192.0,540.0,31,250,89905,90155,0.25,89.905,90.155,fixation
165.0,514.0,52,425,90172,90597,0.425,90.172,90.597,fixation
143.0,566.0,25,200,90639,90839,0.2,90.639,90.839,fixation
146.0,539.0,22,175,90864,91039,0.175,90.864,91.039,fixation
119.0,555.0,36,292,91130,91422,0.292,91.13,91.422,fixation
141.0,554.0,13,100,91472,91572,0.1,91.472,91.572,fixation
190.0,624.0,35,283,91630,91913,0.283,91.63,91.913,fixation
128.0,627.0,11,83,91989,92072,0.083,91.989,92.072,fixation
159.0,637.0,14,108,92097,92205,0.108,92.097,92.205,fixation
220.0,639.0,11,83,92230,92313,0.083,92.23,92.313,fixation
288.0,630.0,50,408,92347,92755,0.408,92.347,92.755,fixation
145.0,555.0,48,392,92805,93197,0.392,92.805,93.197,fixation
204.0,572.0,16,125,93230,93355,0.125,93.23,93.355,fixation
257.0,576.0,13,100,93397,93497,0.1,93.397,93.497,fixation
139.0,555.0,17,134,93538,93672,0.134,93.538,93.672,fixation
145.0,562.0,24,192,93713,93905,0.192,93.713,93.905,fixation
199.0,565.0,22,175,93938,94113,0.175,93.938,94.113,fixation
110.0,557.0,24,192,94138,94330,0.192,94.138,94.33,fixation
170.0,492.0,47,383,94355,94738,0.383,94.355,94.738,fixation
278.0,467.0,21,167,94888,95055,0.167,94.888,95.055,fixation
108.0,569.0,25,200,95097,95297,0.2,95.097,95.297,fixation
203.0,557.0,43,350,95338,95688,0.35,95.338,95.688,fixation
269.0,554.0,19,149,95722,95871,0.149,95.722,95.871,fixation
338.0,555.0,27,217,95938,96155,0.217,95.938,96.155,fixation
292.0,553.0,12,91,96180,96271,0.091,96.18,96.271,fixation
245.0,543.0,26,209,96321,96530,0.209,96.321,96.53,fixation
273.0,550.0,22,175,96588,96763,0.175,96.588,96.763,fixation
218.0,547.0,23,183,96788,96971,0.183,96.788,96.971,fixation
279.0,568.0,34,275,97030,97305,0.275,97.03,97.305,fixation
412.0,558.0,38,308,97355,97663,0.308,97.355,97.663,fixation
278.0,557.0,37,300,97738,98038,0.3,97.738,98.038,fixation
358.0,548.0,21,167,98071,98238,0.167,98.071,98.238,fixation
338.0,554.0,38,308,98263,98571,0.308,98.263,98.571,fixation
179.0,304.0,11,84,98904,98988,0.084,98.904,98.988,fixation
217.0,124.0,22,175,99279,99454,0.175,99.279,99.454,fixation
153.0,123.0,11,83,99488,99571,0.083,99.488,99.571,fixation
163.0,260.0,8,58,99738,99796,0.058,99.738,99.796,fixation
168.0,219.0,23,184,99929,100113,0.184,99.929,100.113,fixation
250.0,393.0,28,225,100354,100579,0.225,100.354,100.579,fixation
255.0,549.0,20,158,100613,100771,0.158,100.613,100.771,fixation
304.0,570.0,8,59,100804,100863,0.059,100.804,100.863,fixation
319.0,558.0,21,167,100996,101163,0.167,100.996,101.163,fixation
199.0,548.0,12,91,101188,101279,0.091,101.188,101.279,fixation
266.0,557.0,8,58,101629,101687,0.058,101.629,101.687,fixation
320.0,560.0,37,300,101721,102021,0.3,101.721,102.021,fixation
163.0,309.0,16,124,102213,102337,0.124,102.213,102.337,fixation
197.0,248.0,37,300,102379,102679,0.3,102.379,102.679,fixation
180.0,230.0,9,67,102762,102829,0.067,102.762,102.829,fixation
350.0,556.0,13,100,103037,103137,0.1,103.037,103.137,fixation
352.0,559.0,11,84,103187,103271,0.084,103.187,103.271,fixation
217.0,570.0,17,133,103354,103487,0.133,103.354,103.487,fixation
215.0,575.0,21,167,103537,103704,0.167,103.537,103.704,fixation
175.0,580.0,26,208,103796,104004,0.208,103.796,104.004,fixation
274.0,578.0,23,183,104046,104229,0.183,104.046,104.229,fixation
