x,y,count,duration_ms,start_ms,end_ms,duration_s,start_s,end_s,type
103.0,820.0,31,250,40523,40773,0.25,40.523,40.773,fixation
234.0,873.0,61,500,40806,41306,0.5,40.806,41.306,fixation
144.0,841.0,26,209,41339,41548,0.209,41.339,41.548,fixation
223.0,828.0,24,192,41581,41773,0.192,41.581,41.773,fixation
136.0,833.0,41,333,41806,42139,0.333,41.806,42.139,fixation
110.0,851.0,52,425,42181,42606,0.425,42.181,42.606,fixation
214.0,858.0,34,275,42647,42922,0.275,42.647,42.922,fixation
168.0,869.0,15,116,42948,43064,0.116,42.948,43.064,fixation
256.0,878.0,34,275,43097,43372,0.275,43.097,43.372,fixation
162.0,853.0,26,209,43397,43606,0.209,43.397,43.606,fixation
95.0,767.0,27,217,43639,43856,0.217,43.639,43.856,fixation
52.0,776.0,37,300,43881,44181,0.3,43.881,44.181,fixation
63.0,775.0,15,117,44272,44389,0.117,44.272,44.389,fixation
76.0,803.0,15,116,44464,44580,0.116,44.464,44.58,fixation
108.0,792.0,18,142,44672,44814,0.142,44.672,44.814,fixation
196.0,792.0,15,116,44839,44955,0.116,44.839,44.955,fixation
19.0,783.0,31,250,45014,45264,0.25,45.014,45.264,fixation
159.0,778.0,43,350,45530,45880,0.35,45.53,45.88,fixation
141.0,776.0,11,83,45922,46005,0.083,45.922,46.005,fixation
89.0,795.0,16,125,46080,46205,0.125,46.08,46.205,fixation
189.0,786.0,23,183,46322,46505,0.183,46.322,46.505,fixation
100.0,777.0,20,158,46547,46705,0.158,46.547,46.705,fixation
110.0,777.0,29,233,46730,46963,0.233,46.73,46.963,fixation
185.0,770.0,37,300,46988,47288,0.3,46.988,47.288,fixation
220.0,778.0,57,467,47313,47780,0.467,47.313,47.78,fixation
165.0,791.0,51,417,47805,48222,0.417,47.805,48.222,fixation
152.0,802.0,13,100,48280,48380,0.1,48.28,48.38,fixation
262.0,840.0,25,200,48422,48622,0.2,48.422,48.622,fixation
57.0,798.0,20,175,48672,48847,0.175,48.672,48.847,fixation
152.0,795.0,88,725,48938,49663,0.725,48.938,49.663,fixation
120.0,806.0,33,267,49688,49955,0.267,49.688,49.955,fixation
201.0,806.0,29,233,49988,50221,0.233,49.988,50.221,fixation
115.0,817.0,20,159,50246,50405,0.159,50.246,50.405,fixation
36.0,803.0,21,166,50505,50671,0.166,50.505,50.671,fixation
-24.0,810.0,67,550,50696,51246,0.55,50.696,51.246,fixation
111.0,814.0,25,200,51288,51488,0.2,51.288,51.488,fixation
133.0,809.0,30,242,51513,51755,0.242,51.513,51.755,fixation
202.0,807.0,38,308,51780,52088,0.308,51.78,52.088,fixation
177.0,807.0,21,167,52113,52280,0.167,52.113,52.28,fixation
179.0,790.0,44,367,52296,52663,0.367,52.296,52.663,fixation
410.0,780.0,20,159,52729,52888,0.159,52.729,52.888,fixation
475.0,778.0,8,58,53221,53279,0.058,53.221,53.279,fixation
174.0,780.0,44,359,53404,53763,0.359,53.404,53.763,fixation
129.0,790.0,11,83,53913,53996,0.083,53.913,53.996,fixation
127.0,803.0,32,258,54246,54504,0.258,54.246,54.504,fixation
116.0,801.0,21,167,54529,54696,0.167,54.529,54.696,fixation
186.0,795.0,31,250,54738,54988,0.25,54.738,54.988,fixation
162.0,789.0,153,1267,55004,56271,1.267,55.004,56.271,fixation
247.0,783.0,29,233,56304,56537,0.233,56.304,56.537,fixation
165.0,779.0,42,341,56571,56912,0.341,56.571,56.912,fixation
157.0,915.0,20,158,56954,57112,0.158,56.954,57.112,fixation
161.0,889.0,41,333,57129,57462,0.333,57.129,57.462,fixation
143.0,908.0,38,308,57521,57829,0.308,57.521,57.829,fixation
86.0,909.0,17,133,57871,58004,0.133,57.871,58.004,fixation
213.0,912.0,21,166,58046,58212,0.166,58.046,58.212,fixation
152.0,461.0,15,117,58337,58454,0.117,58.337,58.454,fixation
95.0,383.0,18,142,58562,58704,0.142,58.562,58.704,fixation
110.0,401.0,8,58,58721,58779,0.058,58.721,58.779,fixation
147.0,198.0,14,108,58887,58995,0.108,58.887,58.995,fixation
93.0,113.0,46,375,59104,59479,0.375,59.104,59.479,fixation
128.0,125.0,26,208,59504,59712,0.208,59.504,59.712,fixation
185.0,125.0,19,150,59812,59962,0.15,59.812,59.962,fixation
356.0,113.0,23,183,60287,60470,0.183,60.287,60.47,fixation
454.0,104.0,25,200,60687,60887,0.2,60.687,60.887,fixation
533.0,103.0,21,167,60995,61162,0.167,60.995,61.162,fixation
479.0,112.0,22,175,61204,61379,0.175,61.204,61.379,fixation
405.0,102.0,13,100,61412,61512,0.1,61.412,61.512,fixation
452.0,122.0,19,150,61662,61812,0.15,61.662,61.812,fixation
448.0,119.0,17,133,61829,61962,0.133,61.829,61.962,fixation
508.0,127.0,11,84,61995,62079,0.084,61.995,62.079,fixation
75.0,108.0,25,200,62137,62337,0.2,62.137,62.337,fixation
172.0,135.0,9,67,62420,62487,0.067,62.42,62.487,fixation
177.0,131.0,10,75,62537,62612,0.075,62.537,62.612,fixation
201.0,127.0,17,133,62645,62778,0.133,62.645,62.778,fixation
192.0,114.0,9,67,62803,62870,0.067,62.803,62.87,fixation
159.0,115.0,25,200,62895,63095,0.2,62.895,63.095,fixation
84.0,150.0,24,191,63137,63328,0.191,63.137,63.328,fixation
92.0,126.0,20,158,63445,63603,0.158,63.445,63.603,fixation
168.0,782.0,28,225,63803,64028,0.225,63.803,64.028,fixation
122.0,798.0,14,109,64153,64262,0.109,64.153,64.262,fixation
156.0,848.0,42,341,64287,64628,0.341,64.287,64.628,fixation
117.0,859.0,20,158,64670,64828,0.158,64.67,64.828,fixation
256.0,858.0,12,92,64870,64962,0.092,64.87,64.962,fixation
344.0,872.0,24,192,65003,65195,0.192,65.003,65.195,fixation
398.0,860.0,33,275,65220,65495,0.275,65.22,65.495,fixation
243.0,168.0,22,175,65628,65803,0.175,65.628,65.803,fixation
70.0,152.0,16,125,65903,66028,0.125,65.903,66.028,fixation
105.0,177.0,12,91,66045,66136,0.091,66.045,66.136,fixation
173.0,199.0,16,125,66478,66603,0.125,66.478,66.603,fixation
169.0,191.0,18,142,66653,66795,0.142,66.653,66.795,fixation
119.0,229.0,19,150,66945,67095,0.15,66.945,67.095,fixation
100.0,183.0,20,158,67120,67278,0.158,67.12,67.278,fixation
80.0,183.0,10,75,67361,67436,0.075,67.361,67.436,fixation
168.0,199.0,24,192,67553,67745,0.192,67.553,67.745,fixation
142.0,206.0,14,109,67811,67920,0.109,67.811,67.92,fixation
344.0,194.0,11,83,67945,68028,0.083,67.945,68.028,fixation
356.0,212.0,11,83,68053,68136,0.083,68.053,68.136,fixation
253.0,189.0,14,109,68211,68320,0.109,68.211,68.32,fixation
548.0,213.0,25,200,68395,68595,0.2,68.395,68.595,fixation
611.0,211.0,26,209,68636,68845,0.209,68.636,68.845,fixation
130.0,170.0,14,108,68903,69011,0.108,68.903,69.011,fixation
113.0,174.0,19,150,69086,69236,0.15,69.086,69.236,fixation
129.0,207.0,12,91,69328,69419,0.091,69.328,69.419,fixation
-51.0,178.0,8,58,69736,69794,0.058,69.736,69.794,fixation
-25.0,210.0,33,266,69853,70119,0.266,69.853,70.119,fixation
119.0,235.0,19,150,70261,70411,0.15,70.261,70.411,fixation
196.0,235.0,24,191,70553,70744,0.191,70.553,70.744,fixation
149.0,186.0,8,58,70961,71019,0.058,70.961,71.019,fixation
93.0,197.0,18,142,71169,71311,0.142,71.169,71.311,fixation
91.0,211.0,23,183,71361,71544,0.183,71.361,71.544,fixation
97.0,227.0,8,58,71578,71636,0.058,71.578,71.636,fixation
289.0,233.0,14,108,71811,71919,0.108,71.811,71.919,fixation
394.0,247.0,13,100,72011,72111,0.1,72.011,72.111,fixation
311.0,202.0,10,75,72336,72411,0.075,72.336,72.411,fixation
221.0,221.0,28,225,72569,72794,0.225,72.569,72.794,fixation
143.0,185.0,10,75,72869,72944,0.075,72.869,72.944,fixation
205.0,213.0,19,150,73052,73202,0.15,73.052,73.202,fixation
160.0,192.0,11,83,73311,73394,0.083,73.311,73.394,fixation
157.0,199.0,17,133,73486,73619,0.133,73.486,73.619,fixation
220.0,199.0,8,59,73727,73786,0.059,73.727,73.786,fixation
217.0,217.0,31,250,73811,74061,0.25,73.811,74.061,fixation
229.0,204.0,10,75,74144,74219,0.075,74.144,74.219,fixation
179.0,170.0,21,167,74269,74436,0.167,74.269,74.436,fixation
182.0,243.0,8,58,74627,74685,0.058,74.627,74.685,fixation
152.0,217.0,13,100,74710,74810,0.1,74.71,74.81,fixation
150.0,221.0,12,91,74869,74960,0.091,74.869,74.96,fixation
188.0,147.0,19,150,75119,75269,0.15,75.119,75.269,fixation
282.0,136.0,26,209,75360,75569,0.209,75.36,75.569,fixation
267.0,103.0,8,58,75594,75652,0.058,75.594,75.652,fixation
146.0,132.0,19,150,75785,75935,0.15,75.785,75.935,fixation
168.0,134.0,21,167,75960,76127,0.167,75.96,76.127,fixation
247.0,298.0,17,133,76169,76302,0.133,76.169,76.302,fixation
217.0,233.0,20,158,76544,76702,0.158,76.544,76.702,fixation
271.0,233.0,13,100,76802,76902,0.1,76.802,76.902,fixation
315.0,240.0,20,158,77177,77335,0.158,77.177,77.335,fixation
283.0,210.0,9,66,77377,77443,0.066,77.377,77.443,fixation
195.0,140.0,9,66,77677,77743,0.066,77.677,77.743,fixation
201.0,133.0,13,100,77760,77860,0.1,77.76,77.86,fixation
305.0,213.0,34,275,78052,78327,0.275,78.052,78.327,fixation
307.0,221.0,8,58,78552,78610,0.058,78.552,78.61,fixation
325.0,281.0,12,92,78785,78877,0.092,78.785,78.877,fixation
306.0,96.0,9,66,78977,79043,0.066,78.977,79.043,fixation
213.0,93.0,21,167,79235,79402,0.167,79.235,79.402,fixation
369.0,211.0,11,83,79877,79960,0.083,79.877,79.96,fixation
272.0,232.0,16,125,80298,80423,0.125,80.298,80.423,fixation
242.0,223.0,8,58,80498,80556,0.058,80.498,80.556,fixation
229.0,162.0,45,367,80806,81173,0.367,80.806,81.173,fixation
147.0,311.0,14,108,81273,81381,0.108,81.273,81.381,fixation
141.0,260.0,17,133,81556,81689,0.133,81.556,81.689,fixation
128.0,243.0,12,92,81731,81823,0.092,81.731,81.823,fixation
340.0,226.0,20,159,81939,82098,0.159,81.939,82.098,fixation
330.0,218.0,22,175,82123,82298,0.175,82.123,82.298,fixation
313.0,226.0,14,109,82414,82523,0.109,82.414,82.523,fixation
314.0,213.0,15,116,82548,82664,0.116,82.548,82.664,fixation
418.0,252.0,13,100,82806,82906,0.1,82.806,82.906,fixation
547.0,209.0,27,216,83298,83514,0.216,83.298,83.514,fixation
389.0,214.0,9,67,83764,83831,0.067,83.764,83.831,fixation
391.0,228.0,24,191,83848,84039,0.191,83.848,84.039,fixation
332.0,228.0,9,67,84089,84156,0.067,84.089,84.156,fixation
326.0,210.0,12,91,84206,84297,0.091,84.206,84.297,fixation
258.0,207.0,11,84,84347,84431,0.084,84.347,84.431,fixation
277.0,223.0,19,150,84514,84664,0.15,84.514,84.664,fixation
203.0,200.0,16,125,84706,84831,0.125,84.706,84.831,fixation
196.0,216.0,19,150,85031,85181,0.15,85.031,85.181,fixation
76.0,227.0,15,117,85289,85406,0.117,85.289,85.406,fixation
117.0,242.0,37,300,85456,85756,0.3,85.456,85.756,fixation
417.0,272.0,15,116,85856,85972,0.116,85.856,85.972,fixation
346.0,213.0,23,183,86131,86314,0.183,86.131,86.314,fixation
321.0,206.0,34,275,86339,86614,0.275,86.339,86.614,fixation
413.0,230.0,19,150,86764,86914,0.15,86.764,86.914,fixation
445.0,215.0,27,217,87039,87256,0.217,87.039,87.256,fixation
375.0,210.0,11,83,87439,87522,0.083,87.439,87.522,fixation
69.0,196.0,30,242,87572,87814,0.242,87.572,87.814,fixation
52.0,198.0,13,100,87864,87964,0.1,87.864,87.964,fixation
152.0,251.0,41,333,88097,88430,0.333,88.097,88.43,fixation
133.0,289.0,10,75,88455,88530,0.075,88.455,88.53,fixation
116.0,265.0,11,84,88555,88639,0.084,88.555,88.639,fixation
95.0,240.0,17,133,88697,88830,0.133,88.697,88.83,fixation
89.0,231.0,34,275,88905,89180,0.275,88.905,89.18,fixation
165.0,268.0,15,117,89422,89539,0.117,89.422,89.539,fixation
131.0,258.0,14,109,89655,89764,0.109,89.655,89.764,fixation
205.0,269.0,9,67,89872,89939,0.067,89.872,89.939,fixation
113.0,230.0,15,117,90163,90280,0.117,90.163,90.28,fixation
224.0,246.0,48,391,90439,90830,0.391,90.439,90.83,fixation
308.0,194.0,22,175,91172,91347,0.175,91.172,91.347,fixation
406.0,212.0,11,83,91405,91488,0.083,91.405,91.488,fixation
405.0,216.0,28,225,91538,91763,0.225,91.538,91.763,fixation
444.0,208.0,15,117,91805,91922,0.117,91.805,91.922,fixation
443.0,226.0,18,141,91947,92088,0.141,91.947,92.088,fixation
383.0,213.0,32,258,92130,92388,0.258,92.13,92.388,fixation
382.0,204.0,9,66,92455,92521,0.066,92.455,92.521,fixation
328.0,199.0,10,75,92605,92680,0.075,92.605,92.68,fixation
195.0,211.0,19,150,92721,92871,0.15,92.721,92.871,fixation
224.0,204.0,21,166,92930,93096,0.166,92.93,93.096,fixation
330.0,217.0,9,67,93346,93413,0.067,93.346,93.413,fixation
331.0,211.0,16,125,93455,93580,0.125,93.455,93.58,fixation
181.0,202.0,12,92,93621,93713,0.092,93.621,93.713,fixation
180.0,214.0,35,283,93930,94213,0.283,93.93,94.213,fixation
215.0,215.0,19,150,94279,94429,0.15,94.279,94.429,fixation
588.0,192.0,8,58,94688,94746,0.058,94.688,94.746,fixation
518.0,199.0,27,217,94854,95071,0.217,94.854,95.071,fixation
382.0,232.0,21,167,95171,95338,0.167,95.171,95.338,fixation
59.0,244.0,17,150,95429,95579,0.15,95.429,95.579,fixation
188.0,288.0,19,150,95704,95854,0.15,95.704,95.854,fixation
154.0,291.0,17,133,95954,96087,0.133,95.954,96.087,fixation
267.0,304.0,35,283,96146,96429,0.283,96.146,96.429,fixation
221.0,311.0,19,150,96546,96696,0.15,96.546,96.696,fixation
350.0,296.0,20,158,96896,97054,0.158,96.896,97.054,fixation
346.0,282.0,8,58,97104,97162,0.058,97.104,97.162,fixation
323.0,318.0,10,75,97237,97312,0.075,97.237,97.312,fixation
100.0,293.0,9,67,97362,97429,0.067,97.362,97.429,fixation
225.0,284.0,22,175,97712,97887,0.175,97.712,97.887,fixation
234.0,295.0,10,75,97912,97987,0.075,97.912,97.987,fixation
114.0,266.0,20,159,98037,98196,0.159,98.037,98.196,fixation
175.0,250.0,22,175,98421,98596,0.175,98.421,98.596,fixation
192.0,296.0,19,150,98654,98804,0.15,98.654,98.804,fixation
189.0,306.0,12,92,98862,98954,0.092,98.862,98.954,fixation
139.0,297.0,14,108,99079,99187,0.108,99.079,99.187,fixation
83.0,259.0,25,200,99212,99412,0.2,99.212,99.412,fixation
247.0,322.0,10,75,99454,99529,0.075,99.454,99.529,fixation
156.0,286.0,41,333,99629,99962,0.333,99.629,99.962,fixation
71.0,301.0,23,184,100020,100204,0.184,100.02,100.204,fixation
85.0,284.0,23,183,100279,100462,0.183,100.279,100.462,fixation
66.0,285.0,9,67,100587,100654,0.067,100.587,100.654,fixation
158.0,279.0,20,158,100812,100970,0.158,100.812,100.97,fixation
268.0,287.0,20,158,101254,101412,0.158,101.254,101.412,fixation
326.0,284.0,25,200,101528,101728,0.2,101.528,101.728,fixation
408.0,290.0,23,184,101953,102137,0.184,101.953,102.137,fixation
422.0,261.0,30,241,102762,103003,0.241,102.762,103.003,fixation
539.0,261.0,13,100,103045,103145,0.1,103.045,103.145,fixation
748.0,244.0,11,83,103245,103328,0.083,103.245,103.328,fixation
656.0,247.0,21,167,103470,103637,0.167,103.47,103.637,fixation
817.0,266.0,16,125,103778,103903,0.125,103.778,103.903,fixation
101.0,298.0,9,67,104028,104095,0.067,104.028,104.095,fixation
123.0,298.0,25,200,104186,104386,0.2,104.186,104.386,fixation
106.0,204.0,10,75,104453,104528,0.075,104.453,104.528,fixation
133.0,220.0,26,258,104553,104811,0.258,104.553,104.811,fixation
135.0,165.0,8,58,105003,105061,0.058,105.003,105.061,fixation
109.0,165.0,26,208,105153,105361,0.208,105.153,105.361,fixation
153.0,171.0,47,384,105411,105795,0.384,105.411,105.795,fixation
163.0,334.0,18,142,105836,105978,0.142,105.836,105.978,fixation
177.0,314.0,26,208,106020,106228,0.208,106.02,106.228,fixation
147.0,299.0,16,125,106278,106403,0.125,106.278,106.403,fixation
235.0,277.0,22,175,106461,106636,0.175,106.461,106.636,fixation
214.0,288.0,34,275,106653,106928,0.275,106.653,106.928,fixation
180.0,284.0,9,67,107028,107095,0.067,107.028,107.095,fixation
151.0,285.0,23,183,107253,107436,0.183,107.253,107.436,fixation
100.0,251.0,14,125,107461,107586,0.125,107.461,107.586,fixation
147.0,247.0,9,66,107678,107744,0.066,107.678,107.744,fixation
164.0,267.0,12,91,107803,107894,0.091,107.803,107.894,fixation
-43.0,293.0,11,84,108219,108303,0.084,108.219,108.303,fixation
-21.0,279.0,9,67,108419,108486,0.067,108.419,108.486,fixation
211.0,322.0,11,84,108544,108628,0.084,108.544,108.628,fixation
195.0,311.0,25,200,108653,108853,0.2,108.653,108.853,fixation
151.0,216.0,17,133,109103,109236,0.133,109.103,109.236,fixation
150.0,284.0,14,109,109552,109661,0.109,109.552,109.661,fixation
144.0,224.0,8,59,109752,109811,0.059,109.752,109.811,fixation
141.0,223.0,8,58,109919,109977,0.058,109.919,109.977,fixation
166.0,208.0,10,75,110136,110211,0.075,110.136,110.211,fixation
167.0,217.0,19,150,110236,110386,0.15,110.236,110.386,fixation
